ano,mes,estado,regiao,bioma,focos_calor,area_estimada_ha,risco_fogo_medio
2024,7,Roraima,Norte,Amazônia,313,2743.4,0.31
2024,7,Amapá,Norte,Amazônia,161,1807.4,0.42
2024,8,Pará,Norte,Amazônia,2721,54087.9,0.79
2024,8,Mato Grosso,Centro-Oeste,Amazônia,1307,16408.3,0.67
2024,8,Amazonas,Norte,Amazônia,1418,14949.4,0.77
2024,8,Tocantins,Norte,Cerrado,1273,24560.9,0.7
2024,8,Maranhão,Nordeste,Cerrado,1352,23327.7,0.58
2024,8,Acre,Norte,Amazônia,793,14218.9,0.66
2024,8,Rondônia,Norte,Amazônia,969,15671.5,0.68
2024,8,Bahia,Nordeste,Caatinga,747,9077.4,0.6
2024,8,Goiás,Centro-Oeste,Cerrado,996,9397.5,0.79
2024,8,Minas Gerais,Sudeste,Cerrado,1274,16778.5,0.97
2024,8,Mato Grosso do Sul,Centro-Oeste,Pantanal,880,12728.3,0.8
2024,8,Piauí,Nordeste,Caatinga,650,11833.7,0.76
2024,8,São Paulo,Sudeste,Mata Atlântica,618,11926.8,0.78
2024,8,Roraima,Norte,Amazônia,501,6362.0,0.63
2024,8,Amapá,Norte,Amazônia,478,7585.4,0.8
2024,9,Pará,Norte,Amazônia,2647,35277.2,0.85
2024,9,Mato Grosso,Centro-Oeste,Amazônia,2437,44553.8,0.76
2024,9,Amazonas,Norte,Amazônia,1380,27249.4,0.79
2024,9,Tocantins,Norte,Cerrado,1310,14789.4,0.84
2024,9,Maranhão,Nordeste,Cerrado,1476,23099.4,0.85
2024,9,Acre,Norte,Amazônia,1231,24714.7,0.8
2024,9,Rondônia,Norte,Amazônia,1154,18161.5,0.76
2024,9,Bahia,Nordeste,Caatinga,652,13114.4,0.78
2024,9,Goiás,Centro-Oeste,Cerrado,920,11095.8,0.73
2024,9,Minas Gerais,Sudeste,Cerrado,1188,22754.4,0.86
2024,9,Mato Grosso do Sul,Centro-Oeste,Pantanal,982,15716.4,0.69
2024,9,Piauí,Nordeste,Caatinga,751,9032.2,0.75
2024,9,São Paulo,Sudeste,Mata Atlântica,647,10803.7,0.69
2024,9,Roraima,Norte,Amazônia,807,11026.4,0.73
2024,9,Amapá,Norte,Amazônia,431,7584.0,0.66
2024,10,Pará,Norte,Amazônia,1929,25530.1,0.68
2024,10,Mato Grosso,Centro-Oeste,Amazônia,1829,31825.9,0.73
2024,10,Amazonas,Norte,Amazônia,905,12540.3,0.74
2024,10,Tocantins,Norte,Cerrado,968,11509.5,0.72
2024,10,Maranhão,Nordeste,Cerrado,912,19813.3,0.56
2024,10,Acre,Norte,Amazônia,736,7736.2,0.63
2024,10,Rondônia,Norte,Amazônia,1065,19024.9,0.65
2024,10,Bahia,Nordeste,Caatinga,419,5684.4,0.62
2024,10,Goiás,Centro-Oeste,Cerrado,676,9979.5,0.64
2024,10,Minas Gerais,Sudeste,Cerrado,733,12603.6,0.61
2024,10,Mato Grosso do Sul,Centro-Oeste,Pantanal,701,6363.5,0.73
2024,10,Piauí,Nordeste,Caatinga,528,8652.1,0.67
2024,10,São Paulo,Sudeste,Mata Atlântica,797,9359.7,0.79
2024,10,Roraima,Norte,Amazônia,599,10717.8,0.6
2024,10,Amapá,Norte,Amazônia,269,3172.9,0.77
2024,11,Pará,Norte,Amazônia,1237,26291.5,0.52
2024,11,Mato Grosso,Centro-Oeste,Amazônia,854,13857.2,0.52
2024,11,Amazonas,Norte,Amazônia,683,9366.7,0.59
2024,11,Tocantins,Norte,Cerrado,527,6083.4,0.48
2024,11,Maranhão,Nordeste,Cerrado,553,7513.3,0.49
2024,11,Acre,Norte,Amazônia,340,5920.9,0.53
2024,11,Rondônia,Norte,Amazônia,416,3867.5,0.48
2024,11,Bahia,Nordeste,Caatinga,331,4659.3,0.51
2024,11,Goiás,Centro-Oeste,Cerrado,366,6634.9,0.37
2024,11,Minas Gerais,Sudeste,Cerrado,440,7297.9,0.49
2024,11,Mato Grosso do Sul,Centro-Oeste,Pantanal,264,4751.1,0.55
2024,11,Piauí,Nordeste,Caatinga,311,2547.8,0.54
2024,11,São Paulo,Sudeste,Mata Atlântica,269,3171.9,0.44
2024,11,Roraima,Norte,Amazônia,341,5624.5,0.47
2024,11,Amapá,Norte,Amazônia,168,3581.9,0.52
2024,12,Pará,Norte,Amazônia,673,13138.2,0.45
2024,12,Mato Grosso,Centro-Oeste,Amazônia,540,5834.1,0.48
2024,12,Amazonas,Norte,Amazônia,433,7937.3,0.47
2024,12,Tocantins,Norte,Cerrado,270,3562.8,0.42
2024,12,Maranhão,Nordeste,Cerrado,309,4800.8,0.48
2024,12,Acre,Norte,Amazônia,188,3860.6,0.31
2024,12,Rondônia,Norte,Amazônia,301,4322.6,0.47
2024,12,Bahia,Nordeste,Caatinga,142,2538.5,0.47
2024,12,Goiás,Centro-Oeste,Cerrado,169,2888.3,0.26
2024,12,Minas Gerais,Sudeste,Cerrado,237,3368.9,0.49
2024,12,Mato Grosso do Sul,Centro-Oeste,Pantanal,181,2692.4,0.42
2024,12,Piauí,Nordeste,Caatinga,160,2747.6,0.53
2024,12,São Paulo,Sudeste,Mata Atlântica,164,1680.4,0.38
2024,12,Roraima,Norte,Amazônia,179,3472.2,0.45
2024,12,Amapá,Norte,Amazônia,98,1180.8,0.44
2025,1,Pará,Norte,Amazônia,266,4045.9,0.3
2025,1,Mato Grosso,Centro-Oeste,Amazônia,172,2227.9,0.41
2025,1,Amazonas,Norte,Amazônia,197,2424.9,0.41
2025,1,Tocantins,Norte,Cerrado,131,1975.3,0.25
2025,1,Maranhão,Nordeste,Cerrado,152,2393.6,0.29
2025,1,Acre,Norte,Amazônia,86,1722.0,0.36
2025,1,Rondônia,Norte,Amazônia,154,3083.5,0.4
2025,1,Bahia,Nordeste,Caatinga,92,1522.4,0.49
2025,1,Goiás,Centro-Oeste,Cerrado,136,1429.3,0.29
2025,1,Minas Gerais,Sudeste,Cerrado,112,1080.3,0.42
2025,1,Mato Grosso do Sul,Centro-Oeste,Pantanal,128,1946.8,0.44
2025,1,Piauí,Nordeste,Caatinga,87,1127.5,0.4
2025,1,São Paulo,Sudeste,Mata Atlântica,95,1450.6,0.34
2025,1,Roraima,Norte,Amazônia,61,537.3,0.41
2025,1,Amapá,Norte,Amazônia,44,487.2,0.32
2025,2,Pará,Norte,Amazônia,289,4565.1,0.39
2025,2,Mato Grosso,Centro-Oeste,Amazônia,172,2678.5,0.2
2025,2,Amazonas,Norte,Amazônia,186,1935.1,0.44
2025,2,Tocantins,Norte,Cerrado,74,1493.9,0.35
2025,2,Maranhão,Nordeste,Cerrado,149,1432.7,0.53
2025,2,Acre,Norte,Amazônia,82,1043.1,0.37
2025,2,Rondônia,Norte,Amazônia,122,1328.3,0.29
2025,2,Bahia,Nordeste,Caatinga,98,1064.3,0.33
2025,2,Goiás,Centro-Oeste,Cerrado,55,454.0,0.37
2025,2,Minas Gerais,Sudeste,Cerrado,175,2939.6,0.26
2025,2,Mato Grosso do Sul,Centro-Oeste,Pantanal,75,610.5,0.42
2025,2,Piauí,Nordeste,Caatinga,83,1635.6,0.49
2025,2,São Paulo,Sudeste,Mata Atlântica,90,1331.2,0.38
2025,2,Roraima,Norte,Amazônia,84,1202.7,0.3
2025,2,Amapá,Norte,Amazônia,54,1099.2,0.33
2025,3,Pará,Norte,Amazônia,226,3035.1,0.34
2025,3,Mato Grosso,Centro-Oeste,Amazônia,213,3319.5,0.43
2025,3,Amazonas,Norte,Amazônia,129,1710.1,0.37
2025,3,Tocantins,Norte,Cerrado,125,2745.1,0.46
2025,3,Maranhão,Nordeste,Cerrado,84,930.9,0.4
2025,3,Acre,Norte,Amazônia,71,636.3,0.23
2025,3,Rondônia,Norte,Amazônia,94,1703.1,0.17
2025,3,Bahia,Nordeste,Caatinga,97,787.4,0.43
2025,3,Goiás,Centro-Oeste,Cerrado,112,1654.9,0.26
2025,3,Minas Gerais,Sudeste,Cerrado,116,1035.9,0.47
2025,3,Mato Grosso do Sul,Centro-Oeste,Pantanal,94,1781.1,0.47
2025,3,Piauí,Nordeste,Caatinga,84,1281.2,0.4
2025,3,São Paulo,Sudeste,Mata Atlântica,85,1418.4,0.28
2025,3,Roraima,Norte,Amazônia,57,611.6,0.39
2025,3,Amapá,Norte,Amazônia,50,1035.8,0.39
2025,4,Pará,Norte,Amazônia,311,5336.1,0.47
2025,4,Mato Grosso,Centro-Oeste,Amazônia,249,4196.5,0.43
2025,4,Amazonas,Norte,Amazônia,153,2758.5,0.26
2025,4,Tocantins,Norte,Cerrado,120,1487.2,0.3
2025,4,Maranhão,Nordeste,Cerrado,117,1631.9,0.3
2025,4,Acre,Norte,Amazônia,99,1052.5,0.43
2025,4,Rondônia,Norte,Amazônia,117,1563.0,0.32
2025,4,Bahia,Nordeste,Caatinga,92,1761.6,0.44
2025,4,Goiás,Centro-Oeste,Cerrado,125,1462.1,0.27
2025,4,Minas Gerais,Sudeste,Cerrado,122,1530.3,0.4
2025,4,Mato Grosso do Sul,Centro-Oeste,Pantanal,79,1400.3,0.3
2025,4,Piauí,Nordeste,Caatinga,85,994.9,0.24
2025,4,São Paulo,Sudeste,Mata Atlântica,101,1908.1,0.4
2025,4,Roraima,Norte,Amazônia,61,563.5,0.4
2025,4,Amapá,Norte,Amazônia,42,590.2,0.47
2025,5,Pará,Norte,Amazônia,401,3426.8,0.25
2025,5,Mato Grosso,Centro-Oeste,Amazônia,249,5122.1,0.46
2025,5,Amazonas,Norte,Amazônia,195,4019.6,0.43
2025,5,Tocantins,Norte,Cerrado,173,2780.8,0.42
2025,5,Maranhão,Nordeste,Cerrado,206,4122.5,0.42
2025,5,Acre,Norte,Amazônia,129,1266.9,0.33
2025,5,Rondônia,Norte,Amazônia,150,2845.9,0.36
2025,5,Bahia,Nordeste,Caatinga,76,1304.2,0.42
2025,5,Goiás,Centro-Oeste,Cerrado,159,2968.9,0.48
2025,5,Minas Gerais,Sudeste,Cerrado,189,3164.7,0.53
2025,5,Mato Grosso do Sul,Centro-Oeste,Pantanal,130,2097.3,0.45
2025,5,Piauí,Nordeste,Caatinga,139,1869.4,0.33
2025,5,São Paulo,Sudeste,Mata Atlântica,123,2582.3,0.26
2025,5,Roraima,Norte,Amazônia,90,1384.9,0.42
2025,5,Amapá,Norte,Amazônia,75,1222.8,0.44
2025,6,Pará,Norte,Amazônia,513,8950.3,0.35
2025,6,Mato Grosso,Centro-Oeste,Amazônia,357,7562.6,0.52
2025,6,Amazonas,Norte,Amazônia,285,5036.6,0.3
2025,6,Tocantins,Norte,Cerrado,307,3639.2,0.51
2025,6,Maranhão,Nordeste,Cerrado,267,4376.2,0.32
2025,6,Acre,Norte,Amazônia,200,2874.5,0.33
2025,6,Rondônia,Norte,Amazônia,243,2521.4,0.44
2025,6,Bahia,Nordeste,Caatinga,199,3927.1,0.47
2025,6,Goiás,Centro-Oeste,Cerrado,162,2207.5,0.64
2025,6,Minas Gerais,Sudeste,Cerrado,227,2696.3,0.31
2025,6,Mato Grosso do Sul,Centro-Oeste,Pantanal,176,2868.8,0.46
2025,6,Piauí,Nordeste,Caatinga,133,1123.1,0.39
2025,6,São Paulo,Sudeste,Mata Atlântica,133,2193.9,0.39
2025,6,Roraima,Norte,Amazônia,103,2068.4,0.45
2025,6,Amapá,Norte,Amazônia,90,1649.2,0.41
2025,7,Pará,Norte,Amazônia,877,19260.1,0.39
2025,7,Mato Grosso,Centro-Oeste,Amazônia,675,9794.3,0.45
2025,7,Amazonas,Norte,Amazônia,377,8163.9,0.43
2025,7,Tocantins,Norte,Cerrado,401,8473.7,0.47
2025,7,Maranhão,Nordeste,Cerrado,349,3139.1,0.38
2025,7,Acre,Norte,Amazônia,233,3394.2,0.39
2025,7,Rondônia,Norte,Amazônia,275,2844.8,0.42
2025,7,Bahia,Nordeste,Caatinga,157,3010.6,0.41
2025,7,Goiás,Centro-Oeste,Cerrado,225,2532.4,0.36
2025,7,Minas Gerais,Sudeste,Cerrado,295,3827.5,0.4
2025,7,Mato Grosso do Sul,Centro-Oeste,Pantanal,228,2495.9,0.46
2025,7,Piauí,Nordeste,Caatinga,197,2521.0,0.47
2025,7,São Paulo,Sudeste,Mata Atlântica,225,2752.6,0.37
2025,7,Roraima,Norte,Amazônia,234,2321.3,0.47
2025,7,Amapá,Norte,Amazônia,140,1402.4,0.66
2025,8,Pará,Norte,Amazônia,1123,16653.7,0.65
2025,8,Mato Grosso,Centro-Oeste,Amazônia,1266,15559.8,0.52
2025,8,Amazonas,Norte,Amazônia,654,11870.2,0.4
2025,8,Tocantins,Norte,Cerrado,1005,18973.1,0.65
2025,8,Maranhão,Nordeste,Cerrado,671,10422.2,0.65
2025,8,Acre,Norte,Amazônia,502,5387.6,0.65
2025,8,Rondônia,Norte,Amazônia,790,11767.8,0.58
2025,8,Bahia,Nordeste,Caatinga,555,7248.1,0.58
2025,8,Goiás,Centro-Oeste,Cerrado,546,6877.0,0.67
2025,8,Minas Gerais,Sudeste,Cerrado,813,7938.2,0.56
2025,8,Mato Grosso do Sul,Centro-Oeste,Pantanal,522,8409.6,0.48
2025,8,Piauí,Nordeste,Caatinga,592,6640.8,0.57
2025,8,São Paulo,Sudeste,Mata Atlântica,282,4868.3,0.65
2025,8,Roraima,Norte,Amazônia,392,4152.8,0.5
2025,8,Amapá,Norte,Amazônia,227,2397.1,0.53
2025,9,Pará,Norte,Amazônia,1618,33945.2,0.71
2025,9,Mato Grosso,Centro-Oeste,Amazônia,1544,15443.1,0.67
2025,9,Amazonas,Norte,Amazônia,1204,15824.7,0.6
2025,9,Tocantins,Norte,Cerrado,916,18165.8,0.57
2025,9,Maranhão,Nordeste,Cerrado,779,13569.2,0.68
2025,9,Acre,Norte,Amazônia,551,11150.6,0.58
2025,9,Rondônia,Norte,Amazônia,609,4877.6,0.57
2025,9,Bahia,Nordeste,Caatinga,567,9515.7,0.67
2025,9,Goiás,Centro-Oeste,Cerrado,604,8707.6,0.68
2025,9,Minas Gerais,Sudeste,Cerrado,657,9727.4,0.62
2025,9,Mato Grosso do Sul,Centro-Oeste,Pantanal,492,5576.4,0.59
2025,9,Piauí,Nordeste,Caatinga,496,7206.0,0.71
2025,9,São Paulo,Sudeste,Mata Atlântica,479,7099.6,0.68
2025,9,Roraima,Norte,Amazônia,605,13306.3,0.53
2025,9,Amapá,Norte,Amazônia,292,5719.0,0.75
2025,10,Pará,Norte,Amazônia,1264,19147.2,0.48
2025,10,Mato Grosso,Centro-Oeste,Amazônia,1371,20754.1,0.58
2025,10,Amazonas,Norte,Amazônia,688,5840.3,0.57
2025,10,Tocantins,Norte,Cerrado,442,8728.8,0.71
2025,10,Maranhão,Nordeste,Cerrado,490,4260.4,0.54
2025,10,Acre,Norte,Amazônia,445,7349.8,0.59
2025,10,Rondônia,Norte,Amazônia,483,6431.9,0.52
2025,10,Bahia,Nordeste,Caatinga,390,7219.2,0.67
2025,10,Goiás,Centro-Oeste,Cerrado,570,6450.7,0.53
2025,10,Minas Gerais,Sudeste,Cerrado,668,14033.4,0.72
2025,10,Mato Grosso do Sul,Centro-Oeste,Pantanal,413,3414.8,0.55
2025,10,Piauí,Nordeste,Caatinga,403,7597.9,0.67
2025,10,São Paulo,Sudeste,Mata Atlântica,371,3124.4,0.47
2025,10,Roraima,Norte,Amazônia,360,7583.4,0.59
2025,10,Amapá,Norte,Amazônia,287,5022.2,0.45
2025,11,Pará,Norte,Amazônia,819,17412.2,0.4
2025,11,Mato Grosso,Centro-Oeste,Amazônia,638,7582.3,0.48
2025,11,Amazonas,Norte,Amazônia,451,9859.5,0.55
2025,11,Tocantins,Norte,Cerrado,284,2585.9,0.33
2025,11,Maranhão,Nordeste,Cerrado,239,3061.0,0.4
2025,11,Acre,Norte,Amazônia,227,4767.2,0.34
2025,11,Rondônia,Norte,Amazônia,300,3032.0,0.34
2025,11,Bahia,Nordeste,Caatinga,210,3154.5,0.47
2025,11,Goiás,Centro-Oeste,Cerrado,260,4489.4,0.3
2025,11,Minas Gerais,Sudeste,Cerrado,341,5486.9,0.5
2025,11,Mato Grosso do Sul,Centro-Oeste,Pantanal,193,2631.3,0.57
2025,11,Piauí,Nordeste,Caatinga,188,3322.9,0.48
2025,11,São Paulo,Sudeste,Mata Atlântica,181,1915.9,0.39
2025,11,Roraima,Norte,Amazônia,150,2945.0,0.28
2025,11,Amapá,Norte,Amazônia,135,2084.4,0.39
2025,12,Pará,Norte,Amazônia,420,5123.7,0.23
2025,12,Mato Grosso,Centro-Oeste,Amazônia,272,2802.1,0.54
2025,12,Amazonas,Norte,Amazônia,239,4931.5,0.3
2025,12,Tocantins,Norte,Cerrado,260,4477.5,0.31
2025,12,Maranhão,Nordeste,Cerrado,274,5638.2,0.45
2025,12,Acre,Norte,Amazônia,104,847.7,0.3
2025,12,Rondônia,Norte,Amazônia,184,1741.1,0.42
2025,12,Bahia,Nordeste,Caatinga,101,975.9,0.57
2025,12,Goiás,Centro-Oeste,Cerrado,165,3026.8,0.33
2025,12,Minas Gerais,Sudeste,Cerrado,180,2781.4,0.36
2025,12,Mato Grosso do Sul,Centro-Oeste,Pantanal,96,2029.1,0.43
2025,12,Piauí,Nordeste,Caatinga,78,679.0,0.31
2025,12,São Paulo,Sudeste,Mata Atlântica,130,1873.4,0.36
2025,12,Roraima,Norte,Amazônia,116,1338.6,0.27
2025,12,Amapá,Norte,Amazônia,50,976.5,0.46
